Gene.ID	GCCK1431_S72_5mM	GCCK1431_S75_SMCS
CERS4	155.2851053	7.633234339
CES1	634.4812475	52.00665154
CH507-9B2.1	20.70644071	0
CH507-9B2.3	986.9483406	304.1885825
CHAD	26.40005191	2.516450881
CHI3L2	248.1604879	15.93752225
CHRDL1	16.72003288	0.83881696
CKB	1774.109888	84.72051299
CKMT2	36.08007094	5.871718722
CLCN7	6469.790321	1945.199755
CLDN1	374.8807371	26.84214273
CLEC18A	28.6352563	3.506254894
CLIC2	106.4802094	20.13160705
CLIC6	734.915845	7.549352643
CNGA3	56.32011074	8.388169603
CNNM1	158.4003115	26.86730724
CNTFR	32.56006402	0
CNTNAP2	36.88967253	6.710535682
COLEC10	75.6801488	20.13160705
CORO6	195.3603841	43.61848194
CORO7-PAM16	68.2001341	9.638006874
CPB1	248.9084894	48.6513837
CPNE7	1076.242116	268.4214273
CPVL	37.8400744	4.194084802
CRYAB	716.5238088	205.8960111
CSF1	3768.202609	734.8036572
CSPG4	627.4412337	96.46395044
CSTB	10511.67347	3066.714807
CTC-360G5.8	16.02483151	0
CTC-554D6.1	12.50482459	0.00838817
CTD-3074O7.11	13.58722672	0
CTNND2	26.40005191	2.516450881
CTNS	1010.901988	339.7208689
CTSF	2675.10846	530.1323189
CTSK	62420.37073	7758.922672
CTTNBP2	242.8804776	62.07245506
CXCR5	27.28005364	0
CYS1	154.0003028	43.61848194
DBP	121.7922395	25.54197644
DCHS2	96.80019033	27.68095969
DCLK2	280.720552	75.49352643
DDIT4	284.2405589	80.52642819
DDX3Y	320.3206298	0
DDX43	13.90402734	0
1-Dec	69.52013669	16.77633921
DGCR6	229.9796522	46.1684855
DIRAS2	96.39538953	2.793260478
DIRC1	20.2400398	0.83881696
DLX1	77.44015226	16.77633921
DMKN	293.0405762	75.49352643
DMPK	1773.379487	252.3664707
DNER	1408.88277	355.750661
DOCK3	212.080417	67.10535682
DPP10	19.36003807	1.677633921
DPP4	12425.51003	3571.699393
DSG2	93.27138339	19.72897491
DUSP15	67.76013323	5.871718722
DYDC2	21.12004153	0.83881696
EBF2	360.8007094	96.46395044
EEF1A2	623.9212268	2.516450881
EFHD1	72.16014188	5.871718722
EID3	47.52009344	9.226986563
EIF1AY	100.9449985	2.516450881
EIF4EBP3	201.6259964	41.91568351
ELFN1	352.0006921	45.29611586
EME2	1299.577755	234.231248
EMILIN2	424.2928343	62.07245506
EN1	162.8003201	11.74343744
EN2	25.52005018	0.83881696
EPB41L3	201.5203962	15.09870529
EPS8L2	1387.542728	418.9974598
ERAP2	716.5062088	48.66816004
F10	69.52013669	7.549352643
F11	16.72003288	0.83881696
FABP3	558.8098987	29.35859361
FAM101A	1139.602241	241.5792846
FAM102A	11310.89104	3442.630628
FAM110A	194.4891824	46.13493282
FAM149A	192.7203789	27.68095969
FAM155A	249.0404897	77.17116035
FAM196A	77.44015226	7.549352643
FAM198B	537.6722572	158.5364055
FAM19A5	92.40018168	1.677633921
FAM213A	83.89936496	22.80743315
FAM24B	39.60007786	8.010701971
FAM49A	57.20011247	3.355267841
FAM65C	57.2177125	13.45462404
FAM89A	265.7341225	46.97374978
FASN	13408.41036	3390.078745
FAT3	82.72016265	13.86564435
FBXL16	3480.380443	424.4413819
FBXO41	708.4013929	143.4377002
FBXO6	156.2619072	34.24050832
FCRLA	113.5202232	31.03622753
FER1L6	192.7203789	60.39482114
FGF16	33.44006575	2.516450881
FHIT	54.93850802	2.348687489
FJX1	1896.113328	571.23435
FMN2	2458.786435	385.0169848
FNDC1	4181.882623	863.1762048
FOLR3	509.6706021	147.631785
FOXE1	227.0404464	5.032901762
FOXF2	137.2802699	11.74343744
FOXG1	119.6802353	5.032901762
FOXL2	47.52009344	1.677633921
FOXL2NB	28.16005537	3.078458244
FPR1	47.52009344	6.844746396
FTCDNL1	33.49286585	4.194084802
FTL	221317.3904	57986.25051
G0S2	1439.823631	65.4277229
GALNT14	21.12004153	1.677633921
GALNT9	37.76087425	5.871718722
GAS7	47.26489293	3.355267841
GBP5	36.83687243	4.571552434
GCNT3	231.7924558	66.62723116
GCSAML	17.60003461	0.83881696
GDF1	194.4275823	0
GFRA1	246.4004845	6.710535682
GLB1L2	23.76004672	1.677633921
GLCCI1	198.0003893	50.32901762
GLRX	1632.39441	545.5413865
GP1BB	15.55843059	0
GPER1	638.0012545	71.29944163
GPIHBP1	16.72003288	0
GPR150	87.1201713	23.48687489
GPR27	14.96002941	0
GPRC5C	366.0807198	72.13825859
GPX1	8853.565408	2368.71005
GPX4	9993.299649	3084.329963
GREB1L	110.0002163	31.03622753
GRIN2A	54.56010728	10.90462048
GUCY1A2	110.0002163	20.97042401
GYG2	97.68019206	20.13160705
H2AFY2	720.7214171	52.8454685
HAGHL	773.5303209	173.4925119
HCLS1	128.4802526	11.74343744
HDAC10	505.9217948	119.1371729
HES6	99.44019552	26.00332577
HEXA	8227.725778	2586.71019
HGD	54.56010728	9.226986563
HIC1	567.3371155	174.5578094
HIST1H1C	2170.964269	670.2147513
HIST1H2AE	95.9201886	13.42107136
HIST1H2BC	550.8810832	150.9870529
HIST1H2BD	73.92014534	18.45397313
HIST1H2BG	145.2002855	42.77966498
HIST1H2BK	989.7995462	316.0242898
HIST2H2AA4	3995.287056	548.9050425
HLA-B	18256.1727	4744.524879
HLA-F	284.5221594	72.97707555
HLX	777.9215296	104.85212
HMOX1	13747.31663	3726.872143
HMX1	19.36003807	0
HOXB13	19.36003807	1.677633921
HOXB5	65.12012804	3.355267841
HOXB6	259.6005104	30.19741057
HOXB7	87.1201713	3.355267841
HOXB9	22.00004326	1.677633921
HOXC10	39.60007786	2.516450881
HOXC6	129.9146554	32.07636056
HOXC9	139.9202751	39.42439713
HOXD11	39.64407795	1.677633921
HOXD4	30.80006056	0.83881696
HRASLS	51.04010036	5.032901762
HRK	191.8403772	14.25988833
HRNR	113.5202232	3.355267841
HS3ST2	256.0805035	50.32901762
HSD11B1	2347.563016	360.6912929
HSD17B14	1090.374944	333.8743147
HSD3B7	747.121469	87.23696387
HSF4	124.9338456	8.24557072
HSPA12A	168.1419306	43.10680359
HSPB1	13408.21676	3993.59916
HSPB2-C11orf52	49.96649825	9.847711114
HSPB6	24210.3788	2636.577858
HSPB7	2629.47157	499.0960914
HSPB8	1299.762556	296.1107752
IDUA	968.9259051	323.9007811
IFI27	192.7203789	30.65037173
IFIT2	180.4003547	46.97374978
IFITM10	235.8844638	51.66273659
IGF2	6892.032751	853.4291518
IGFN1	48.40009517	0.83881696
IGSF9B	15.84003115	0
IL12A	90.64017822	10.90462048
IL13RA2	1701.060945	54.52310242
IL36B	248.1604879	61.2336381
ILDR2	20.2400398	0.83881696
INA	265.7605225	52.00665154
IQSEC3	32.56006402	2.516450881
IRF5	17.60003461	0.83881696
IRX3	248.8820894	30.19741057
ISLR	2337.970997	302.8129227
ITGB3	3330.806549	1020.001424
ITPKB	666.1261098	160.2895329
JAG2	285.1205606	67.94417379
JDP2	432.0456495	144.2765172
JPH1	40.48007959	1.677633921
JSRP1	27.84325475	2.029937044
KALRN	130.5042566	19.29279009
KCNA2	16.72003288	0.83881696
KCND3	50.16009863	8.388169603
KCNE4	396.0799788	32.68030877
KCNJ12	156.2971073	5.871718722
KCNJ4	28.16005537	0.83881696
KCNK12	36.08007094	3.355267841
KCNK15	36.57287191	3.841781678
KCNN2	300.3797906	45.29611586
KCNQ3	108.2402128	10.06580352
KCNV1	20.2400398	0.83881696
KCP	157.9163105	8.170077193
KCTD8	140.8002768	39.42439713
KDM5D	212.9604187	0
KIAA0319	28.16005537	3.355267841
KIF1A	344.0806765	7.549352643
KLHL3	61.60012112	14.25988833
KLHL38	29.92005883	0.83881696
KNDC1	80.08015746	5.871718722
KRBOX1	37.01287278	2.516450881
KRT34	230.5604533	57.0395533
KRTAP21-2	135.5202665	15.93752225
LA16c-306E5.2	105.4330073	29.76961392
LAMA3	670.6053186	176.1515617
LBX1	75.6801488	5.032901762
LCE2A	209.4404118	0
LGALS3	6440.565464	2107.963798
LHCGR	17.88163516	0
LHX8	45.76008997	3.355267841
LRP3	3424.966734	780.0997731
LRP5L	89.76017649	24.32569185
LRRC3	243.9804797	61.2336381
LRRC32	1945.252625	171.9574769
LRRN2	14.08002768	0
LRRN4CL	506.9689968	17.62354434
LSS	12261.46891	2724.443934
LUZP4	14.96002941	0
LYNX1	1653.523251	100.6580352
LYST	885.2817407	249.1370254
MAB21L1	60.72011939	3.355267841
MAF	25.52005018	1.677633921
MAMDC4	26.40885193	3.355267841
MAN1A1	2254.696433	707.9615145
MAN1C1	492.8713691	31.52274137
MANEAL	63.36012458	12.5822544
MAP1LC3A	1087.998939	306.1681905
MAP2	1563.481474	69.68052489
MAP3K9	122.3202405	21.64147758
MAPK13	584.9195501	62.70995595
MAPK8IP2	921.3618116	121.6368474
MAPT	60.72011939	7.549352643
MARK1	13.20002595	0
METTL7A	181.2803564	26.84214273
MGAT5B	44.00008651	6.710535682
MLPH	235.8404637	39.42439713
MMP17	314.1606177	34.39149537
MNX1	22.88004499	0.83881696
MOXD1	1045.433256	114.0791066
MPV17L	135.1858658	39.29018642
MRGPRF	224.4004412	59.55600418
MROH9	64.24012631	13.42107136
MTRNR2L13	62.6561232	10.5690937
MUC7	342.3294731	22.64805793
MVD	1969.267872	579.6225196
MYEOV	207.6804083	55.36191938
MYH14	68.64013496	17.61515617
N4BP3	14.08002768	0
NAP1L2	122.3202405	11.74343744
NAT8L	333.5206558	23.48687489
NCALD	58.96011593	9.226986563
NCAM1	131.1202578	8.388169603
NCS1	10457.65896	2473.025327
NEFH	236.7204654	46.13493282
NEFL	521.8410261	118.2731914
NEK10	206.8004066	66.26653986
NFATC4	2576.469066	850.5603978
NGFR	168.9603322	27.68095969
NINJ1	1972.092678	481.4809352
NKX6-1	28.16005537	0
NLGN4Y	225.6412437	0
NMB	517.4410174	147.631785
NME3	425.0408357	117.4343744
NOS3	40.48007959	5.032901762
NPAS1	152.2402993	21.88473449
NPIPA5	194.3131821	16.26466086
NPTX2	301.8405935	36.90794625
NPTXR	913.441796	286.0365835
NRAP	20.2400398	0.83881696
OGDHL	45.76008997	6.710535682
OLFM1	178.6403512	9.226986563
OLFML2B	136.4002682	34.39149537
OPCML	56.56651122	8.925012458
P2RY1	110.0002163	22.64805793
PALM	2178.884284	72.13825859
PAMR1	1911.469358	114.9179236
PAPPA2	356.4007008	51.16783458
PAX8	175.1203443	15.09870529
PBX3	561.4411039	191.250267
PCDH8	117.9202319	13.42107136
PCDHAC2	35.62247004	1.677633921
PCSK9	124.080244	3.355267841
PCYT2	3361.89701	913.4716698
PDE1B	31.68006229	1.669245751
PDPN	715.591007	131.6942628
PEX6	234.960462	66.26653986
PF4V1	62.68252325	15.33357403
PGBD5	246.682085	55.36191938
PHLDA3	2598.78591	857.2709334
PHYHD1	50.98730025	9.394749955
PI16	19.36003807	1.677633921
PIK3IP1	1205.60237	403.4709579
PITX1	57.20011247	0.83881696
PKP3	82.72016265	14.25988833
PLA2G16	371.5895306	64.14433295
PLA2G3	27.28005364	1.677633921
PLCG2	233.2004585	37.74676321
PLD5	49.2800969	6.710535682
PLEKHA6	26.40005191	1.677633921
PLEKHG4	1168.915098	187.8949991
PLXDC1	93.28018341	2.516450881
PMP22	3834.185139	988.1263792
PNLIPRP3	480.2697443	14.25988833
PNMA3	24.64004845	1.677633921
PNMA6A	354.6406973	35.23031233
PNPLA3	240.1348722	71.29944163
PNPLA7	62.48012285	13.42107136
PODN	2918.965739	645.0502425
PODXL2	461.1209067	140.0824324
POTEC	93.76418436	21.80924097
POU5F1B	79.48175628	11.16465374
PPP2R2C	116.1602284	0.83881696
PRDM16	49.2800969	6.710535682
PREX1	2407.684734	757.9466172
PRKAG3	17.60003461	0
PRKCB	29.0400571	0
PRNP	27862.72038	2842.465481
PRRT2	73.92014534	16.77633921
PSG9	480.612945	74.46178157
PTGER3	403.0407925	13.42107136
PTGES	1231.192821	336.3907656
PTGIR	1390.288334	446.2506229
PTPRH	64.24012631	10.06580352
PTPRN	144.3202838	11.74343744
PTPRN2	22.88004499	2.516450881
QPRT	1825.114789	253.1130178
RAB33A	64.24012631	9.226986563
RAB6B	224.5324415	58.93527963
RAI2	248.1428879	5.871718722
RAP1GAP	88.88017476	15.09870529
RARRES3	33.44006575	2.910694852
RASIP1	51.92010209	2.516450881
RASL10B	217.0788268	29.40892263
RBPMS2	14.08002768	0
RCAN3	114.5850253	34.17340296
RERG	28.16005537	0
RFX8	181.2803564	34.39149537
RGPD6	131.3314582	35.10448979
RGS11	254.1004996	10.21679058
RGS19	278.9605485	72.13825859
RIMS4	71.66734091	6.224021845
RIPK3	29.0400571	4.194084802
RNF157	50.22169875	10.61942272
RNF182	26.40005191	0.83881696
RP1-34B20.21	124.1770442	12.40610284
RP11-134F2.8	31.46886187	3.632077438
RP11-293I14.2	14.238428	0
RP11-345J4.3	16.82563308	0
RP11-411B6.6	47.69609378	0
RP11-439C15.6	87.07617121	24.03210591
RP11-514P8.6	101.7018	11.39952249
RP11-618P17.4	18.98163732	0
RP11-872D17.8	329.9126487	52.49316538
RP13-582O9.6	53.38090496	4.974184575
RPS4Y1	888.8017476	0
RSAD2	55.44010901	1.677633921
RSPO3	1040.751646	86.39814691
RSPO4	44.88008824	5.871718722
RTN1	126.7202492	27.68095969
RTN4RL2	33.44006575	0.83881696
SCD	7375.725702	1988.180736
SCG2	1247.842454	88.07578083
SCIN	514.5898118	43.24940247
SELPLG	188.3203703	57.0395533
SEPP1	61.38012069	7.926820275
SERPINB7	132.0002595	11.74343744
SESN2	1084.549332	369.347884
SEZ6L	16.72003288	0.83881696
SFRP2	212.9604187	18.45397313
SFRP4	2827.445559	820.3629872
SH2D5	1706.323355	454.6387925
SHANK2	122.3378405	34.39149537
SHANK3	678.6661344	192.1058603
SHC2	397.7607821	5.032901762
SIGIRR	628.3212354	202.1548874
SLC12A7	1811.043561	258.3556238
SLC14A2	20.2400398	0
SLC16A11	16.72003288	0.83881696
SLC16A13	110.0002163	28.51977665
SLC1A7	57.20011247	10.90462048
SLC22A15	106.4802094	20.13160705
SLC22A18	1095.610954	187.0561821
SLC22A9	32.56006402	3.355267841
SLC30A3	181.4475568	6.710535682
SLC37A1	285.1205606	31.87504449
SLC43A3	4916.534467	1416.719905
SLC45A2	70.40013842	3.355267841
SLC48A1	649.4412769	203.8241332
SLC5A3	472.7897296	147.8834301
SLC6A17	1173.033506	128.3389949
SLC7A8	418.0008219	58.71718722
SLCO1A2	153.3227015	25.13095613
SLCO2A1	267.520526	77.17116035
SLCO2B1	1719.523381	207.1877892
SMIM3	1786.403512	584.6554213
SMOC2	97.68019206	1.677633921
SMYD3	975.9219189	263.3885255
SNCB	78.30255396	12.5822544
SNTG1	14.96002941	0
SNX10	20.2400398	0.83881696
SORCS2	41.36008132	7.549352643
SOX15	212.080417	43.61848194
SOX8	43.12008478	3.355267841
SPON2	567.609916	20.15677156
SPP1	151.3602976	4.194084802
SPRR2A	709.8709958	77.10405499
SPRR2D	953.5786749	74.02559675
SPRR2E	1301.311359	58.46554213
SPSB4	32.56006402	1.677633921
SPTBN2	379.2807458	98.14158436
SPTBN4	463.7609119	47.81256674
SRRM3	12.32002422	0
SRY	22.00004326	0
SSTR1	333.5206558	66.26653986
ST8SIA5	90.68417831	9.226986563
STARD5	126.4386486	34.22373198
STEAP3	2191.133908	432.8463279
STMN3	51.04010036	7.549352643
STON2	89.76017649	0
STPG1	380.8559488	115.8070695
STX16-NPEPL1	35.07686897	4.194084802
STX1B	48.40009517	8.388169603
SULF2	616.0012112	119.1120084
SULT1C2	867.9369066	26.38918157
SULT4A1	32.56006402	1.677633921
SUSD5	267.511726	82.27955564
SYBU	41.36008132	7.549352643
SYN3	26.40005191	3.355267841
SYNGR1	587.8499558	178.6680125
SYPL2	427.6808409	5.032901762
SYS1-DBNDD2	108.4426132	29.55152151
TAC1	47.52009344	5.032901762
TBX1	88.00017303	0
TBX15	56.32011074	8.388169603
TCF7	191.8139771	58.71718722
TDRD1	28.81125665	0
TDRD12	72.07214171	4.202472971
TDRD9	43.12008478	1.677633921
TFCP2L1	31.64486222	3.355267841
TFEC	87.1201713	20.13160705
TIAF1	51.45370117	8.564321165
TIMP1	29513.62123	8474.022519
TMEM119	175.1203443	7.549352643
TMEM132E	23.76004672	0
TMEM140	1327.676211	178.3240976
TMEM151A	93.28018341	9.226986563
TMEM179	22.88004499	0
TMEM189-UBE2V1	209.4228118	0.402632141
TMEM229B	241.1204741	37.74676321
TMEM233	395.5959778	60.39482114
TMEM240	44.00008651	9.226986563
TMEM255B	833.9952398	122.4253354
TMEM266	84.20736557	17.86680125
TMEM54	234.960462	69.62180771
TMEM74B	49.2800969	1.677633921
TMOD1	98.72739412	17.47255728
TMPRSS9	31.29286153	5.032901762
TMTC1	1477.522905	418.5948277
TNFAIP2	3423.206731	1137.502904
TNFRSF14	1084.918933	131.6942628
TNFSF15	180.6995553	35.07093711
TNFSF4	66.00012977	15.09870529
TNR	34.32006748	2.516450881
TNXB	189.200372	35.75876702
TP53I11	2557.390628	630.5303209
TPPP	79.95695721	9.226986563
TPST2	741.6390582	237.7626674
TRIM29	32.56006402	4.194084802
TRIM63	313.280616	25.16450881
TRIM67	20.2400398	0
TRPV2	377.0895414	98.17513703
TSPAN10	419.6552251	112.8041048
TYMP	262.944517	58.557812
UNC5A	12.32002422	0
UPK3BL	222.9924385	44.13854845
USH2A	58.96011593	2.516450881
USP9Y	178.6403512	0
UTY	81.84016092	3.304938824
VAMP1	514.5898118	146.7258627
VGLL3	877.4673253	293.6027124
VSTM2L	391.1871692	87.23696387
WBSCR17	66.05292987	0
WISP2	170.7203357	18.45397313
XG	930.3114292	180.3456465
ZFP92	15.84003115	0
ZFPM1	272.8005364	86.39814691
ZFY	133.8746632	0
ZNF219	2576.249065	539.8206548
ZNF280A	109.1202146	15.93752225
ZNF438	262.2405156	48.6513837
ZNF460	62.48012285	14.25988833
ZNF709	18.14563568	0.83881696
ZSCAN18	677.1173314	227.2942317
